code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,enrollmentControls
SMC222H1,SMC,F,3,3,ONLSYNC,
SMC226H1,SMC,S,8,8,CLASS,
SMC226H1,SMC,S,42,17,ONLSYNC,
SMC228H1,SMC,F,205,88,ONLASYNC,*
SMC229H1,SMC,S,198,77,ONLASYNC,*
SMC241H1,SMC,F,17,8,CLASS,
SMC241H1,SMC,F,13,8,ONLSYNC,
SMC242Y1,SMC,Y,10,3,CLASS,
SMC242Y1,SMC,Y,10,5,ONLSYNC,
SMC250H1,SMC,F,17,17,CLASS,
SMC250H1,SMC,F,33,31,ONLSYNC,
SMC251H1,SMC,F,5,4,CLASS,
SMC251H1,SMC,F,5,0,ONLSYNC,
SMC252H1,SMC,S,4,3,CLASS,
SMC252H1,SMC,S,6,0,ONLSYNC,
SMC300H1,SMC,S,9,9,CLASS,*
SMC300H1,SMC,S,31,31,ONLSYNC,*
SMC301H1,SMC,F,160,40,ONLSYNC,*
SMC301H1,SMC,S,8,8,CLASS,*
SMC301H1,SMC,S,60,48,ONLSYNC,*
SMC305H1,SMC,S,8,5,CLASS,
SMC305H1,SMC,S,32,20,ONLSYNC,
SMC311H1,SMC,S,8,8,CLASS,
SMC311H1,SMC,S,22,8,ONLSYNC,
SMC312H1,SMC,F,30,12,ONLSYNC,
SMC314H1,SMC,F,68,68,ONLASYNC,*
SMC316H1,SMC,F,17,17,ONLASYNC,*
SMC316H1,SMC,F,51,51,ONLASYNC,*
SMC316H1,SMC,S,8,8,CLASS,*
SMC316H1,SMC,S,42,42,ONLSYNC,*
SMC317H1,SMC,F,50,50,ONLASYNC,*
SMC319H1,SMC,S,8,8,CLASS,*
SMC319H1,SMC,S,60,60,ONLSYNC,*
SMC322H1,SMC,S,8,6,CLASS,
SMC322H1,SMC,S,27,12,ONLSYNC,
SMC328H1,SMC,S,4,4,CLASS,
SMC328H1,SMC,S,11,4,ONLSYNC,
SMC345H1,SMC,S,9,6,CLASS,
SMC345H1,SMC,S,31,5,ONLSYNC,
SMC346H1,SMC,F,10,10,CLASS,
SMC346H1,SMC,F,30,23,ONLSYNC,
SMC355H1,SMC,S,8,8,CLASS,
SMC355H1,SMC,S,42,19,ONLSYNC,
SMC358H1,SMC,S,5,5,CLASS,
SMC358H1,SMC,S,20,15,ONLSYNC,
SMC365H1,SMC,S,8,4,CLASS,
SMC365H1,SMC,S,27,3,ONLSYNC,
SMC371H1,SMC,S,9,1,CLASS,*
SMC371H1,SMC,S,31,0,ONLSYNC,*
SMC378H1,SMC,S,6,6,CLASS,
SMC378H1,SMC,S,19,19,ONLSYNC,
SMC379H1,SMC,F,8,8,CLASS,
SMC379H1,SMC,F,27,8,ONLSYNC,
SMC384H1,SMC,S,9,4,CLASS,
SMC384H1,SMC,S,21,2,ONLSYNC,
SMC387H1,SMC,F,12,12,ONLASYNC,*
SMC387H1,SMC,F,56,56,ONLASYNC,*
SMC392H1,SMC,S,8,8,CLASS,*
SMC392H1,SMC,S,42,42,ONLSYNC,*
SMC406H1,SMC,F,10,3,CLASS,*
SMC406H1,SMC,F,5,1,ONLSYNC,*
SMC406H1,SMC,S,5,0,CLASS,*
SMC406H1,SMC,S,0,0,ONLSYNC,*
SMC411H1,SMC,S,6,0,CLASS,
SMC411H1,SMC,S,14,1,ONLSYNC,
SMC413H1,SMC,S,5,1,CLASS,
SMC413H1,SMC,S,20,6,ONLSYNC,
SMC430H1,SMC,F,30,25,ONLSYNC,
SMC430H1,SMC,S,5,5,CLASS,3
SMC430H1,SMC,S,25,25,ONLSYNC,3
SMC431H1,SMC,F,30,30,ONLASYNC,3
SMC431H1,SMC,S,8,3,CLASS,
SMC431H1,SMC,S,22,16,ONLSYNC,
SMC440H1,SMC,S,0,0,CLASS,
SMC440H1,SMC,S,9,4,ONLSYNC,
SMC457H1,SMC,F,12,0,ONLSYNC,
SMC472H1,SMC,F,26,2,CLASS,
SMC472H1,SMC,F,4,1,ONLSYNC,
SMC472H1,SMC,S,4,4,CLASS,
SMC472H1,SMC,S,11,5,ONLSYNC,
STA130H1,STAT,F,288,288,ONLSYNC,1
STA130H1,STAT,F,288,288,ONLSYNC,1
STA130H1,STAT,S,288,288,ONLSYNC,1
STA130H1,STAT,S,288,288,ONLSYNC,1
STA198H1,STAT,F,25,6,ONLSYNC,1
ACT199H1,STAT,S,12,12,CLASS,1
ACT199H1,STAT,S,13,13,ONLSYNC,1
STA201H1,STAT,S,16,16,CLASS,*
STA201H1,STAT,S,64,12,ONLSYNC,*
STA220H1,STAT,F,250,219,ONLSYNC,
STA220H1,STAT,F,250,146,ONLSYNC,
STA220H1,STAT,F,250,169,ONLSYNC,
STA220H1,STAT,F,250,125,ONLSYNC,
STA221H1,STAT,S,23,23,CLASS,
STA221H1,STAT,S,97,92,ONLSYNC,
ACT230H1,STAT,F,220,102,ONLSYNC,
STA237H1,STAT,F,300,77,ONLSYNC,*
STA237H1,STAT,F,300,83,ONLSYNC,*
STA237H1,STAT,S,250,4,ONLSYNC,*
STA238H1,STAT,S,300,81,ONLSYNC,*
STA238H1,STAT,S,300,78,ONLSYNC,*
ACT240H1,STAT,F,160,133,ONLSYNC,
ACT245H1,STAT,S,160,124,ONLSYNC,
ACT247H1,STAT,S,160,107,ONLSYNC,
STA247H1,STAT,F,300,300,ONLSYNC,*
STA248H1,STAT,S,240,240,ONLSYNC,*
STA255H1,STAT,S,350,167,ONLSYNC,*
STA257H1,STAT,F,300,253,ONLSYNC,*
STA257H1,STAT,F,300,120,ONLSYNC,*
STA261H1,STAT,S,300,262,ONLSYNC,*
STA261H1,STAT,S,300,95,ONLSYNC,*
JSC270H1,STAT,S,18,9,CLASS,*
JSC270H1,STAT,S,32,16,ONLSYNC,*
STA288H1,STAT,S,240,90,ONLSYNC,*
STA302H1,STAT,F,250,250,ONLSYNC,*
STA302H1,STAT,F,250,234,ONLSYNC,*
STA302H1,STAT,F,250,241,ONLSYNC,*
STA302H1,STAT,F,34,34,ONLSYNC,*
STA302H1,STAT,S,250,60,ONLSYNC,*
STA302H1,STAT,S,250,54,ONLSYNC,*
STA303H1,STAT,S,250,159,ONLSYNC,*
STA303H1,STAT,S,250,147,ONLSYNC,*
STA304H1,STAT,F,220,198,ONLSYNC,*
STA304H1,STAT,F,220,103,ONLSYNC,*
STA304H1,STAT,F,220,163,ONLSYNC,*
STA304H1,STAT,S,300,89,ONLSYNC,*
STA305H1,STAT,S,300,67,ONLSYNC,*
STA305H1,STAT,S,300,80,ONLSYNC,*
STA313H1,STAT,S,28,3,CLASS,*
STA313H1,STAT,S,72,64,ONLSYNC,*
STA314H1,STAT,F,250,211,ONLASYNC,*
STA347H1,STAT,F,20,18,ONLSYNC,*
STA347H1,STAT,F,250,147,ONLSYNC,*
STA347H1,STAT,F,250,57,ONLSYNC,*
ACT348H1,STAT,F,28,10,CLASS,
ACT348H1,STAT,F,122,68,ONLSYNC,
ACT349H1,STAT,F,18,8,CLASS,
ACT349H1,STAT,F,100,29,ONLSYNC,
ACT350H1,STAT,F,16,6,CLASS,
ACT350H1,STAT,F,50,37,ONLSYNC,
STA355H1,STAT,S,300,131,ONLSYNC,*
STA365H1,STAT,S,200,154,ONLSYNC,
ACT370H1,STAT,S,24,15,CLASS,
ACT370H1,STAT,S,4,0,CLASS,*
ACT370H1,STAT,S,16,14,ONLSYNC,*
ACT370H1,STAT,S,91,52,ONLSYNC,
JSC370H1,STAT,S,9,6,CLASS,*
JSC370H1,STAT,S,21,11,ONLSYNC,*
ACT371H1,STAT,F,12,6,CLASS,
ACT371H1,STAT,F,50,43,ONLSYNC,
ACT372H1,STAT,S,12,6,CLASS,
ACT372H1,STAT,S,28,28,ONLSYNC,
ACT390H1,STAT,F,10,6,CLASS,*
ACT390H1,STAT,F,30,10,ONLSYNC,*
STA410H1,STAT,F,217,197,ONLSYNC,*
STA410H1,STAT,F,9,9,ONLSYNC,*
STA414H1,STAT,S,100,57,ONLSYNC,*
STA414H1,STAT,S,100,20,ONLSYNC,*
STA437H1,STAT,F,220,115,ONLSYNC,*
STA437H1,STAT,F,220,71,ONLSYNC,*
STA437H1,STAT,S,250,62,ONLSYNC,*
STA442H1,STAT,F,250,197,ONLSYNC,*
STA447H1,STAT,S,15,7,ONLSYNC,*
STA447H1,STAT,S,185,123,ONLSYNC,
ACT451H1,STAT,F,70,70,ONLSYNC,
ACT452H1,STAT,S,16,9,CLASS,
ACT452H1,STAT,S,54,53,ONLSYNC,
STA452H1,STAT,S,14,14,CLASS,
STA452H1,STAT,S,86,86,ONLSYNC,
ACT455H1,STAT,S,9,6,CLASS,
ACT455H1,STAT,S,51,20,ONLSYNC,
STA457H1,STAT,F,250,250,ONLSYNC,
STA457H1,STAT,S,250,250,ONLSYNC,
STA457H1,STAT,S,11,10,ONLSYNC,*
ACT460H1,STAT,F,20,1,CLASS,
ACT460H1,STAT,F,25,21,ONLSYNC,*
ACT460H1,STAT,F,45,11,ONLSYNC,
STA465H1,STAT,S,13,11,CLASS,
STA465H1,STAT,S,37,30,ONLSYNC,
ACT466H1,STAT,S,7,1,CLASS,
ACT466H1,STAT,S,11,8,ONLSYNC,
ACT470H1,STAT,S,10,1,CLASS,
ACT470H1,STAT,S,20,5,ONLSYNC,
JSC470H1,STAT,S,9,2,CLASS,*
JSC470H1,STAT,S,21,2,ONLSYNC,*
ACT471H1,STAT,F,10,3,CLASS,
ACT471H1,STAT,F,15,2,ONLSYNC,
ACT473H1,STAT,S,10,2,CLASS,
ACT473H1,STAT,S,20,7,ONLSYNC,
ACT475H1,STAT,S,12,12,CLASS,
ACT475H1,STAT,S,13,13,ONLSYNC,
STA490Y1,STAT,Y,40,1,ONLSYNC,4
STA490Y1,STAT,Y,40,0,ONLSYNC,4
STA492H1,STAT,S,12,3,CLASS,4
STA492H1,STAT,S,28,5,ONLSYNC,4
TRN125Y1,TRIN,Y,20,0,CLASS,
TRN125Y1,TRIN,Y,5,0,ONLSYNC,
TRN135Y1,TRIN,Y,0,0,CLASS,
TRN135Y1,TRIN,Y,20,0,ONLSYNC,
TRN136Y1,TRIN,Y,0,0,CLASS,
TRN136Y1,TRIN,Y,20,0,ONLSYNC,
TRN140Y1,TRIN,Y,0,0,CLASS,
TRN140Y1,TRIN,Y,20,0,ONLSYNC,
TRN141Y1,TRIN,Y,0,0,CLASS,
TRN141Y1,TRIN,Y,20,0,ONLSYNC,
TRN151Y1,TRIN,Y,20,0,CLASS,
TRN151Y1,TRIN,Y,0,0,ONLSYNC,
TRN152Y1,TRIN,Y,0,0,CLASS,
TRN152Y1,TRIN,Y,20,0,ONLSYNC,
TRN160Y1,TRIN,Y,0,0,CLASS,
TRN160Y1,TRIN,Y,20,0,ONLSYNC,
TRN162Y1,TRIN,Y,0,0,CLASS,
TRN162Y1,TRIN,Y,0,0,CLASS,
TRN162Y1,TRIN,Y,20,0,ONLSYNC,
TRN162Y1,TRIN,Y,20,0,ONLSYNC,
TRN171Y1,TRIN,Y,20,0,CLASS,
TRN171Y1,TRIN,Y,0,0,ONLSYNC,
TRN172Y1,TRIN,Y,20,0,CLASS,
TRN172Y1,TRIN,Y,0,0,ONLSYNC,
TRN191H1,TRIN,S,6,6,CLASS,1
TRN191H1,TRIN,S,19,6,ONLSYNC,1
TRN192H1,TRIN,S,9,3,CLASS,1
TRN192H1,TRIN,S,16,2,ONLSYNC,1
TRN193H1,TRIN,F,10,1,CLASS,1
TRN193H1,TRIN,F,15,1,ONLSYNC,1
TRN194H1,TRIN,S,5,5,CLASS,1
TRN194H1,TRIN,S,20,1,ONLSYNC,1
TRN195H1,TRIN,F,9,0,CLASS,1
TRN195H1,TRIN,F,16,1,ONLSYNC,1
TRN196H1,TRIN,S,9,2,CLASS,1
TRN196H1,TRIN,S,16,1,ONLSYNC,1
TRN197H1,TRIN,S,10,2,CLASS,1
TRN197H1,TRIN,S,20,0,ONLSYNC,1
TRN198H1,TRIN,F,9,1,CLASS,1
TRN198H1,TRIN,F,16,1,ONLSYNC,1
TRN199H1,TRIN,F,10,2,CLASS,1
TRN199H1,TRIN,F,15,2,ONLSYNC,1
TRN199H1,TRIN,S,6,3,CLASS,1
TRN199H1,TRIN,S,24,0,ONLSYNC,1
TRN203H1,TRIN,F,39,39,CLASS,2
TRN203H1,TRIN,F,36,25,ONLSYNC,2
TRN204H1,TRIN,S,39,39,CLASS,2
TRN204H1,TRIN,S,36,24,ONLSYNC,2
TRN225Y1,TRIN,Y,15,0,CLASS,
TRN225Y1,TRIN,Y,30,1,ONLSYNC,
TRN250Y1,TRIN,Y,120,110,ONLASYNC,2
TRN303H1,TRIN,F,20,18,CLASS,3
TRN303H1,TRIN,F,20,15,CLASS,3
TRN303H1,TRIN,F,5,5,ONLSYNC,3
TRN303H1,TRIN,F,5,3,ONLSYNC,3
TRN303H1,TRIN,S,6,6,CLASS,3
TRN303H1,TRIN,S,14,14,ONLSYNC,3
TRN304Y1,TRIN,Y,11,11,CLASS,3
TRN304Y1,TRIN,Y,19,18,ONLSYNC,3
TRN305Y1,TRIN,Y,17,9,CLASS,3
TRN305Y1,TRIN,Y,13,13,ONLSYNC,3
TRN312H1,TRIN,S,25,23,CLASS,3
TRN312H1,TRIN,S,0,0,ONLSYNC,3
TRN321H1,TRIN,S,20,0,CLASS,
TRN321H1,TRIN,S,10,0,ONLSYNC,
TRN350H1,TRIN,S,39,28,CLASS,3
TRN350H1,TRIN,S,61,27,ONLSYNC,3
TRN407Y1,TRIN,Y,17,0,CLASS,
TRN407Y1,TRIN,Y,3,0,ONLSYNC,
TRN409H1,TRIN,F,9,9,CLASS,4
TRN409H1,TRIN,F,10,10,CLASS,4
TRN409H1,TRIN,F,11,11,CLASS,4
TRN409H1,TRIN,F,7,7,ONLSYNC,4
TRN409H1,TRIN,F,5,5,ONLSYNC,4
TRN409H1,TRIN,F,5,5,ONLSYNC,4
TRN409H1,TRIN,S,5,5,CLASS,4
TRN409H1,TRIN,S,3,3,CLASS,4
TRN409H1,TRIN,S,4,4,CLASS,4
TRN409H1,TRIN,S,0,0,CLASS,4
TRN409H1,TRIN,S,11,6,ONLSYNC,4
TRN409H1,TRIN,S,12,12,ONLSYNC,4
TRN409H1,TRIN,S,11,7,ONLSYNC,4
TRN409H1,TRIN,S,18,0,ONLSYNC,4
TRN410H1,TRIN,F,9,9,CLASS,4
TRN410H1,TRIN,F,16,16,ONLSYNC,4
TRN410H1,TRIN,S,0,0,CLASS,4
TRN410H1,TRIN,S,25,25,ONLSYNC,4
TRN411Y1,TRIN,Y,7,6,CLASS,
TRN411Y1,TRIN,Y,0,0,ONLSYNC,
TRN412H1,TRIN,F,9,9,CLASS,4
TRN412H1,TRIN,F,11,11,ONLSYNC,4
TRN412H1,TRIN,S,3,3,CLASS,4
TRN412H1,TRIN,S,6,6,CLASS,4
TRN412H1,TRIN,S,17,8,ONLSYNC,4
TRN412H1,TRIN,S,14,14,ONLSYNC,4
TRN419Y1,TRIN,Y,9,2,CLASS,4
TRN419Y1,TRIN,Y,6,1,ONLSYNC,4
TRN421Y1,TRIN,Y,10,7,CLASS,4
TRN421Y1,TRIN,Y,6,0,ONLSYNC,4
TRN425Y1,TRIN,Y,11,0,CLASS,4
TRN425Y1,TRIN,Y,4,0,ONLSYNC,4
TRN477H1,TRIN,Y,25,1,ONLASYNC,
TRN478H1,TRIN,S,3,0,CLASS,
TRN478H1,TRIN,S,22,0,ONLSYNC,
PHS100H1,UC,S,12,12,CLASS,
PHS100H1,UC,S,78,78,ONLSYNC,
UNI101H1,UC,F,15,7,CLASS,1
UNI101H1,UC,F,15,3,ONLSYNC,1
UNI101H1,UC,S,10,7,CLASS,1
UNI101H1,UC,S,20,4,ONLSYNC,1
UNI102H1,UC,F,23,9,CLASS,1
UNI102H1,UC,F,7,2,ONLSYNC,1
UNI102H1,UC,S,12,11,CLASS,1
UNI102H1,UC,S,18,1,ONLSYNC,1
UNI103H1,UC,F,12,6,CLASS,1
UNI103H1,UC,F,18,10,ONLSYNC,1
UNI103H1,UC,S,7,4,CLASS,1
UNI103H1,UC,S,23,0,ONLSYNC,1
UNI104H1,UC,F,18,14,CLASS,1
UNI104H1,UC,F,12,11,ONLSYNC,1
UNI104H1,UC,S,7,7,CLASS,1
UNI104H1,UC,S,23,5,ONLSYNC,1
CDN197H1,UC,F,15,13,CLASS,1
CDN197H1,UC,F,15,15,ONLSYNC,1
UNI197H1,UC,S,7,7,CLASS,1
UNI197H1,UC,S,23,23,ONLSYNC,1
CDN198H1,UC,S,9,9,CLASS,1
CDN198H1,UC,S,21,11,ONLSYNC,1
UNI198H1,UC,S,7,7,CLASS,1
UNI198H1,UC,S,23,17,ONLSYNC,1
CDN199H1,UC,F,22,4,CLASS,1
CDN199H1,UC,F,8,8,ONLSYNC,1
UNI199H1,UC,S,6,6,CLASS,1
UNI199H1,UC,S,19,19,ONLSYNC,1
CDN202H1,UC,F,10,4,CLASS,
CDN202H1,UC,F,30,10,ONLSYNC,
HST209H1,UC,F,12,12,CLASS,*
HST209H1,UC,F,78,31,ONLSYNC,*
HST211H1,UC,S,12,12,CLASS,*
HST211H1,UC,S,68,47,ONLSYNC,*
CDN218H1,UC,F,15,0,CLASS,*
CDN218H1,UC,F,30,2,ONLSYNC,*
CDN221H1,UC,S,25,24,CLASS,
CDN221H1,UC,S,125,125,ONLSYNC,
CDN230H1,UC,S,12,4,CLASS,*
CDN230H1,UC,S,30,10,ONLSYNC,*
JSU237H1,SDST,S,16,6,CLASS,*
JSU237H1,SDST,S,54,14,ONLSYNC,*
COG250Y1,UC,Y,33,33,ONLSYNC,1
HST250H1,UC,F,15,10,CLASS,*
HST250H1,UC,F,55,26,ONLSYNC,*
COG260H1,UC,F,40,40,ONLSYNC,
CDN267H1,UC,F,12,4,CLASS,*
CDN267H1,UC,F,48,21,ONLSYNC,*
CDN268H1,UC,S,25,3,CLASS,*
CDN268H1,UC,S,80,10,ONLSYNC,*
CDN280H1,UC,S,10,6,CLASS,
CDN280H1,UC,S,20,1,ONLSYNC,
CDN307H1,UC,F,25,3,CLASS,*
CDN307H1,UC,F,9,9,ONLSYNC,*
HST308H1,UC,S,0,0,CLASS,*
HST308H1,UC,S,32,0,ONLSYNC,*
HST310H1,UC,F,12,12,CLASS,*
HST310H1,UC,F,48,44,ONLSYNC,*
CDN325H1,UC,S,10,1,CLASS,*
CDN325H1,UC,S,30,2,ONLSYNC,*
HST330H1,UC,S,9,9,CLASS,*
HST330H1,UC,S,51,39,ONLSYNC,*
CDN335H1,UC,F,30,23,ONLSYNC,
CDN340H1,UC,S,12,7,CLASS,*
CDN340H1,UC,S,18,2,ONLSYNC,*
COG341H1,UC,F,10,10,CLASS,*
COG341H1,UC,F,50,50,ONLSYNC,*
COG342H1,UC,S,9,9,CLASS,*
COG342H1,UC,S,56,53,ONLSYNC,*
COG345H1,UC,S,9,4,CLASS,*
COG345H1,UC,S,21,7,ONLSYNC,*
HST350H1,UC,S,7,7,CLASS,*
HST350H1,UC,S,21,21,ONLSYNC,*
JCI350H1,UC,S,6,2,CLASS,*
JCI350H1,UC,S,19,5,ONLSYNC,*
CDN355H1,UC,F,25,16,ONLSYNC,
CDN367H1,UC,S,8,8,CLASS,
CDN367H1,UC,S,51,11,ONLSYNC,
CDN368H1,UC,F,15,5,CLASS,
CDN368H1,UC,F,44,17,ONLSYNC,
CDN390H1,UC,F,15,8,CLASS,
CDN390H1,UC,F,15,15,ONLSYNC,
HST400Y1,UC,Y,13,0,CLASS,
HST400Y1,UC,Y,2,0,ONLSYNC,
COG401H1,UC,S,9,9,CLASS,*
COG401H1,UC,S,21,21,ONLSYNC,*
COG402H1,UC,F,10,10,CLASS,*
COG402H1,UC,F,20,20,ONLSYNC,*
COG403H1,UC,S,30,30,ONLSYNC,*
COG404H1,UC,S,10,0,CLASS,*
COG404H1,UC,S,20,4,ONLSYNC,*
HST405H1,UC,F,6,6,CLASS,*
HST405H1,UC,F,19,19,ONLSYNC,*
CDN406H1,UC,F,23,4,CLASS,*
CDN406H1,UC,F,7,4,ONLSYNC,*
HST410H1,UC,F,24,24,CLASS,*
HST410H1,UC,F,1,1,ONLSYNC,*
COG415H1,UC,S,6,5,CLASS,*
COG415H1,UC,S,17,10,ONLSYNC,*
CDN420Y1,UC,Y,18,0,ONLSYNC,
HST440H1,UC,F,12,12,CLASS,*
HST440H1,UC,F,33,33,ONLSYNC,*
HST450Y1,UC,Y,10,2,ONLSYNC,
HST464H1,UC,F,12,8,CLASS,*
HST464H1,UC,F,18,17,ONLSYNC,*
HST464H1,UC,S,14,14,CLASS,*
HST464H1,UC,S,16,16,ONLSYNC,*
VIC001Y1,VIC,Y,300,258,ONLSYNC,
VIC102H1,VIC,F,10,8,CLASS,1
VIC102H1,VIC,F,15,8,ONLSYNC,1
VIC106H1,VIC,F,25,25,ONLSYNC,1
VIC106H1,VIC,S,6,6,CLASS,1
VIC106H1,VIC,S,19,19,ONLSYNC,1
VIC108H1,VIC,F,25,4,ONLASYNC,1
VIC109H1,VIC,S,10,10,CLASS,1
VIC109H1,VIC,S,15,6,ONLSYNC,1
VIC110H1,VIC,F,16,7,CLASS,1
VIC110H1,VIC,F,9,6,ONLSYNC,1
VIC114H1,VIC,F,10,2,CLASS,1
VIC114H1,VIC,F,15,4,ONLSYNC,1
VIC116H1,VIC,F,10,8,CLASS,1
VIC116H1,VIC,F,15,4,ONLSYNC,1
VIC117H1,VIC,F,10,1,CLASS,1
VIC117H1,VIC,F,15,2,ONLSYNC,1
VIC119H1,VIC,F,10,6,CLASS,1
VIC119H1,VIC,F,15,9,ONLSYNC,1
VIC121H1,VIC,F,10,8,CLASS,1
VIC121H1,VIC,F,15,11,ONLSYNC,1
VIC122H1,VIC,S,10,4,CLASS,1
VIC122H1,VIC,S,15,1,ONLSYNC,1
VIC135H1,VIC,F,20,15,CLASS,1
VIC135H1,VIC,F,5,5,ONLSYNC,1
VIC135H1,VIC,S,6,6,CLASS,1
VIC135H1,VIC,S,19,16,ONLSYNC,1
VIC136H1,VIC,F,10,4,CLASS,1
VIC136H1,VIC,F,15,8,ONLSYNC,1
VIC137H1,VIC,S,11,11,CLASS,1
VIC137H1,VIC,S,14,10,ONLSYNC,1
VIC150Y1,VIC,Y,10,10,CLASS,
VIC150Y1,VIC,Y,15,5,ONLSYNC,
VIC151Y1,VIC,Y,10,10,CLASS,
VIC151Y1,VIC,Y,15,5,ONLSYNC,
VIC159H1,VIC,F,10,0,CLASS,1
VIC159H1,VIC,F,15,2,ONLSYNC,1
VIC159H1,VIC,S,10,7,CLASS,1
VIC159H1,VIC,S,15,1,ONLSYNC,1
VIC162H1,VIC,F,10,10,CLASS,
VIC162H1,VIC,F,15,14,ONLSYNC,
VIC162H1,VIC,S,8,8,CLASS,
VIC162H1,VIC,S,17,16,ONLSYNC,
VIC163H1,VIC,F,16,15,CLASS,
VIC163H1,VIC,F,9,9,ONLSYNC,
VIC163H1,VIC,S,16,16,CLASS,
VIC163H1,VIC,S,9,8,ONLSYNC,
VIC164H1,VIC,F,16,16,CLASS,
VIC164H1,VIC,F,9,8,ONLSYNC,
VIC164H1,VIC,S,16,16,CLASS,
VIC164H1,VIC,S,9,8,ONLSYNC,
VIC165H1,VIC,F,10,10,CLASS,
VIC165H1,VIC,F,15,14,ONLSYNC,
VIC165H1,VIC,S,10,10,CLASS,
VIC165H1,VIC,S,15,14,ONLSYNC,
VIC166H1,VIC,F,11,11,CLASS,
VIC166H1,VIC,F,14,13,ONLSYNC,
VIC167H1,VIC,S,8,8,CLASS,
VIC167H1,VIC,S,17,16,ONLSYNC,
VIC168H1,VIC,F,20,20,CLASS,
VIC168H1,VIC,F,5,4,ONLSYNC,
VIC169H1,VIC,S,10,9,CLASS,
VIC169H1,VIC,S,15,15,ONLSYNC,
VIC170Y1,VIC,Y,12,10,CLASS,
VIC170Y1,VIC,Y,13,13,ONLSYNC,
VIC171Y1,VIC,Y,10,8,CLASS,
VIC171Y1,VIC,Y,15,15,ONLSYNC,
VIC172Y1,VIC,Y,20,19,CLASS,
VIC172Y1,VIC,Y,10,10,ONLSYNC,
VIC173Y1,VIC,Y,20,19,CLASS,
VIC173Y1,VIC,Y,5,5,ONLSYNC,
VIC181H1,VIC,F,10,8,CLASS,
VIC181H1,VIC,F,15,15,ONLSYNC,
VIC181H1,VIC,S,10,10,CLASS,
VIC181H1,VIC,S,15,15,ONLSYNC,
VIC183H1,VIC,F,10,9,CLASS,
VIC183H1,VIC,F,15,15,ONLSYNC,
VIC183H1,VIC,S,10,10,CLASS,
VIC183H1,VIC,S,15,15,ONLSYNC,
VIC184H1,VIC,F,16,15,CLASS,
VIC184H1,VIC,F,9,9,ONLSYNC,
VIC184H1,VIC,S,16,13,CLASS,
VIC184H1,VIC,S,9,9,ONLSYNC,
VIC185H1,VIC,F,12,11,CLASS,
VIC185H1,VIC,F,13,13,ONLSYNC,
VIC185H1,VIC,S,8,8,CLASS,
VIC185H1,VIC,S,17,17,ONLSYNC,
VIC186Y1,VIC,Y,20,16,CLASS,
VIC186Y1,VIC,Y,5,5,ONLSYNC,
VIC187H1,VIC,F,20,16,CLASS,
VIC187H1,VIC,F,5,5,ONLSYNC,
VIC188H1,VIC,S,16,15,CLASS,
VIC188H1,VIC,S,9,9,ONLSYNC,
VIC190Y1,VIC,Y,16,16,CLASS,
VIC190Y1,VIC,Y,9,9,ONLSYNC,
VIC191Y1,VIC,Y,10,10,CLASS,
VIC191Y1,VIC,Y,15,15,ONLSYNC,
VIC198H1,VIC,S,10,10,CLASS,1
VIC198H1,VIC,S,15,4,ONLSYNC,1
VIC199H1,VIC,S,6,2,CLASS,1
VIC199H1,VIC,S,19,2,ONLSYNC,1
VIC202Y1,VIC,Y,80,45,ONLASYNC,
VIC203H1,VIC,F,12,12,CLASS,
VIC203H1,VIC,F,48,17,ONLSYNC,
VIC204H1,VIC,F,10,10,CLASS,
VIC204H1,VIC,F,25,9,ONLSYNC,
VIC205H1,VIC,S,12,12,CLASS,
VIC205H1,VIC,S,48,7,ONLSYNC,
VIC209H1,VIC,F,10,10,CLASS,2
VIC209H1,VIC,F,15,15,ONLSYNC,2
VIC223Y1,VIC,Y,40,4,CLASS,*
VIC223Y1,VIC,Y,20,2,ONLSYNC,*
VIC224Y1,VIC,Y,12,12,CLASS,
VIC224Y1,VIC,Y,23,7,ONLSYNC,
VIC225Y1,VIC,Y,40,16,CLASS,
VIC225Y1,VIC,Y,20,7,ONLSYNC,
VIC235H1,VIC,F,35,35,ONLSYNC,
VIC240Y1,VIC,Y,15,5,CLASS,
VIC240Y1,VIC,Y,35,5,ONLSYNC,
VIC241H1,VIC,F,12,3,CLASS,
VIC241H1,VIC,F,23,6,ONLSYNC,
VIC242H1,VIC,S,9,3,CLASS,
VIC242H1,VIC,S,36,5,ONLSYNC,
VIC245H1,VIC,F,15,0,CLASS,*
VIC245H1,VIC,F,30,4,ONLSYNC,*
VIC260H1,VIC,S,12,10,CLASS,*
VIC260H1,VIC,S,33,21,ONLSYNC,*
VIC261H1,VIC,S,12,5,CLASS,*
VIC261H1,VIC,S,33,21,ONLSYNC,*
VIC262H1,VIC,F,12,9,CLASS,*
VIC262H1,VIC,F,33,26,ONLSYNC,*
VIC265H1,VIC,F,60,60,ONLSYNC,*
VIC271H1,VIC,S,10,10,CLASS,
VIC271H1,VIC,S,15,15,ONLSYNC,
VIC275H1,VIC,F,20,14,ONLSYNC,
VIC275H1,VIC,S,6,0,CLASS,
VIC275H1,VIC,S,14,0,ONLSYNC,
VIC276H1,VIC,S,10,0,CLASS,
VIC276H1,VIC,S,10,0,ONLSYNC,
VIC279H1,VIC,F,30,22,ONLASYNC,2
VIC279H1,VIC,S,11,11,CLASS,2
